LBP,,,,,,,,,,,,,,,,,,,,
LBP_product_id,LBP_code,LBP_family,LBP_description,LOB,Folder Tier 1,,,,,,,,,,,,,,,
130200,RecruiterCorporate,RECRUITERPKG,Recruiter Corporate Field Sales,,,,,,,,,,,,,,,,,
130201,RecruiterRPS,RECRUITERPKG,Recruiter Professional Service Field Sales,,,,,,,,,,,,,,,,,
130202,RecruiterAdmin,RECRUITERPKG,Recruiter Admin Field Sales,,,,,,,,,,,,,,,,,
130203,RecruiterSMB,RECRUITERPKG,Recruiter Small Business Field Sales,,,,,,,,,,,,,,,,,
500000,tlpActivationPremiumPkg,TLPACTIVATIONPKG,Talent landing page contract activation and premium service creation package,,,,,,,,,,,,,,,,,
500001,tlpScheduleGrant,TLPGRANTSCHEDULE,Talent landing page generic schedule grant,,,,,,,,,,,,,,,,,
500002,tlpProvisionServiceWrapper,TLPPROVISIONPKG,Talent landing page premium service wrapper for tlp contract provision,,,,,,,,,,,,,,,,,
500100,pipelineBuilderSUBasic,TLP,Pipeline Builder Basic - Sponsored Update,,,,,,,,,,,,,,,,,
500101,pipelineBuilderSUAdvanced,TLP,Pipeline Builder Advanced - Sponsored Update,,,,,,,,,,,,,,,,,
500102,pipelineBuilderSUPremium,TLP,Pipeline Builder Premium - Sponsored Update,,,,,,,,,,,,,,,,,
500103,pipelineBuilderSUUnlimited,TLP,Pipeline Builder Unlimited - Sponsored Update,,,,,,,,,,,,,,,,,
500104,trafficDriverBudget,TLP,Traffic Driver Budget,,,,,,,,,,,,,,,,,
500105,talentLandingPages,TLP,Talent Landing Pages,,,,,,,,,,,,,,,,,
500106,talentLandingPageCoPageEntry,TLP,Talent Landing Page Co Page Entry,,,,,,,,,,,,,,,,,
500110,pipelineBuilderRecAdsBasic,TLP,Pipeline Builder Basic - Recruitment Ads,,,,,,,,,,,,,,,,,
500111,pipelineBuilderRecAdsAdvanced,TLP,Pipeline Builder Advanced - Recruitment Ads,,,,,,,,,,,,,,,,,
500112,pipelineBuilderRecAdsPremium,TLP,Pipeline Builder Premium - Recruitment Ads,,,,,,,,,,,,,,,,,
500113,pipelineBuilderRecAdsUnlimited,TLP,Pipeline Builder Unlimited - Recruitment Ads,,,,,,,,,,,,,,,,,
501000,pipelineBuilderLandingPage,TLP,SKU that captures landing page number for Pipeline Builder,,,,,,,,,,,,,,,,,
5000002,subsWVMP,GROWTH,WVMP free sub,,,,,,,,,,,,,,,,,
5000012,subsJobInsight,GROWTH,JobInsight free sub,,,,,,,,,,,,,,,,,
5001809,SubsTransfer,SUBTRANSFER,Used for calculating credit to transfer from an old sub,,,,,,,,,,,,,,,,,
5002727,hiringPlatformProjectSlot,HPSLOT,Hiring Platform project slot,,,,,,,,,,,,,,,,,
5002737,hiringPlatformFeatures,HPFEATURE,Hiring Platform SMB features,,,,,,,,,,,,,,,,,
5002747,jobsPPCCredit,ACCTBALJOBSPPC,Jobs PPC credit,,,,,,,,,,,,,,,,,
5003406,workWithUsAds,ADS,Work with us' banner ads displayed on company employee profile pages,,,,,,,,,,,,,,,,,
5004202,SubsPremiumLILInstant,SUBPKG,Creditcard-less LIL instant free trial,,,,,,,,,,,,,,,,,
5034509,skueditTestProductCode1,BULK_PACKAGE,SKU Edit Test Product Code 1,,,,,,,,,,,,,,,,,
5034519,skueditTestProductCode1Bundle1,BULK_PACKAGE,SKU Edit Test Product Code 1 Bundle 1,,,,,,,,,,,,,,,,,
5034529,skueditTestProductCode1Bundle2,BULK_PACKAGE,SKU Edit Test Product Code 1 Bundle 2,,,,,,,,,,,,,,,,,
5037004,RecruiterHiringManagerLicense,CAPLICENSE,Recruiter Hiring Manager License,,,,,,,,,,,,,,,,,
5037014,RecruiterAdminLicense,CAPLICENSE,Recruiter Admin License,,,,,,,,,,,,,,,,,
5037024,RecruiterSourcerLicense,CAPLICENSE,Recruiter Contract License,,,,,,,,,,,,,,,,,
5037034,RecruiterLiteLicense,CAPLICENSE,Recruiter Lite License,,,,,,,,,,,,,,,,,
5037044,RecruiterAgency2License,CAPLICENSE,Recruiter Agency2 License,,,,,,,,,,,,,,,,,
5037054,RecruiterSMBLicense,CAPLICENSE,Recruiter SMB License,,,,,,,,,,,,,,,,,
5037064,RecruiterSMBLicenseUnlockBundle,RECRUITEROFFLINEPKG,Recruiter SMB Bundle With License and Profile Unlocks,,,,,,,,,,,,,,,,,
5037074,Agency2LicenseUnlockBundle,RECRUITEROFFLINEPKG,Agency2 Bundle With License and Profile Unlocks,,,,,,,,,,,,,,,,,
5037084,RecruiterLite,RECRUITERPKG,Recruiter Lite Package for Field Sales,,,,,,,,,,,,,,,,,
5047007,prepaidJymbii,PREPAIDJYMBII,Prepaid Sponsored JYMBII Field Product,,,,,,,,,,,,,,,,,
5050209,jobsPPCCreditStandalone,ACCTBALJOBSPPC,PPC credit standalone,,,,,,,,,,,,,,,,,
5051232,RecruiterJobManagerLicense,CAPLICENSE,Recruiter Job Manager License,,,,,,,,,,,,,,,,,
5051242,JobsDashboardManager,RECRUITERPKG,Job Manager Field Sales Package,,,,,,,,,,,,,,,,,
5051252,AdminDashboardManager,RECRUITERPKG,Administrator Dashboard Manager Field Sales Package,,,,,,,,,,,,,,,,,
5051407,SMBBundleRCorp1JS,RECRUITERPKG,Recruiter Corporate plus 1 job slot bundle for go/Quipu,,,,,,,,,,,,,,,,,
5051417,SMBBundleRCorp2JS,RECRUITERPKG,Recruiter Corporate plus 2 job slots bundle for go/Quipu,,,,,,,,,,,,,,,,,
5051427,SMBBundleRCorp3JS,RECRUITERPKG,Recruiter Corporate plus 3 job slots bundle for go/Quipu,,,,,,,,,,,,,,,,,
5052007,jobWrapping,JOBWRAPPING,Job wrapping sources jobs from external sources and posts them on LinkedIn using job slots,,,,,,,,,,,,,,,,,
5052216,TalentInsights,TALENTINSIGHTS,Talent Insights CORP Standalone/Add-On Seats for Starter/Advisor,,,,,,,,,,,,,,,,,
5052612,proposalService,SYSTEMSERVICE,Proposal Service for field order,,,,,,,,,,,,,,,,,
5052817,TalentInsightsStaffing,TALENTINSIGHTSPACKAGE,Talent Insights STFF Platform Access,,,,,,,,,,,,,,,,,
5054401,TalentInsightsLeader,TALENTINSIGHTS,Talent Insights CORP Platform Access for Recruiter Corp Users,,,,,,,,,,,,,,,,,
5054602,TalentInsightsLeaderStandalone,TALENTINSIGHTS,Talent Insights CORP Standalone/Add-On Seats for Leader,,,,,,,,,,,,,,,,,
5054805,TalentPipeline,RECRUITERPKG,Talent Pipeline seat,,,,,,,,,,,,,,,,,
5054815,RecruiterTalentPipelineLicense,CAPLICENSE,Recruiter Talent Pipeline License,,,,,,,,,,,,,,,,,
5055044,LILStandardPkg,LILPKG,LI Learning Standard Subscription,,,,,,,,,,,,,,,,,
5055206,adsInvoiceActivationPkg,ADSINVPKG,Ads invoice package for activating ads service. Invoice generation source is commerce (not oracle),,,,,,,,,,,,,,,,,
5055605,expert30,COACHING,"Pilot for a one-off, non-recurring SKU for 30-minutes with a career coach. Service will be provisioned manually with an email sent out by GCO to schedule the session with a coach.",,,,,,,,,,,,,,,,,
5055615,expert10,COACHING,"Pilot for a one-off, non-recurring SKU for 10-minutes with a career coach. Service will be provisioned manually with an email sent out by GCO to schedule the session with a coach.",,,,,,,,,,,,,,,,,
5056022,financeTransaction,FINANCETRANSACTION,Product used for referencing a Finance Transaction (Charge/Refund). This product is intended for field orders and charges originating from Oracle for offline/field contracts. Related link: http://go/abacus/wallet/financetransaction,,,,,,,,,,,,,,,,,
5056406,TalentHubBundle,RECRUITEROFFLINEPKG,Talent Hub Bundle with licenses,,,,,,,,,,,,,,,,,
5056416,HpSeatCountLicense,CAPSEAT,Hiring Platform Seat Count License,,,,,,,,,,,,,,,,,
5056426,HpProjectCreator,CAPSEAT,Hiring Platform Project Creator License,,,,,,,,,,,,,,,,,
5056436,HpCollaborator,CAPSEAT,Hiring Platform Collaborator License,,,,,,,,,,,,,,,,,
5056446,HpEmployee,CAPSEAT,Hiring Platform Employee License,,,,,,,,,,,,,,,,,
5056459,talentAdsActivationPkg,TALENTMEDIAPKG,"Talent Ads - covers talent media (starting with SUs and RecAds) for LTS customers purchasing media. Includes single sku regardless of campaign type, and pay-on-delivery",,,,,,,,,,,,,,,,,
5064347,TalentInsightsStarterBundle1,TALENTINSIGHTSPACKAGE,Talent Insights CORP Starter <1K customer segment,,,,,,,,,,,,,,,,,
5064357,TalentInsightsStarterBundle2,TALENTINSIGHTSPACKAGE,Talent Insights CORP Starter 1K-10K customer segment,,,,,,,,,,,,,,,,,
5064367,TalentInsightsStarterBundle3,TALENTINSIGHTSPACKAGE,Talent Insights CORP Starter 10K-25K customer segment,,,,,,,,,,,,,,,,,
5064377,TalentInsightsStarterBundle4,TALENTINSIGHTSPACKAGE,Talent Insights CORP Starter >25K customer segment,,,,,,,,,,,,,,,,,
5064387,TalentInsightsAdvisorBundle1,TALENTINSIGHTSPACKAGE,Talent Insights CORP Advisor <1K customer segment,,,,,,,,,,,,,,,,,
5064397,TalentInsightsAdvisorBundle2,TALENTINSIGHTSPACKAGE,Talent Insights CORP Advisor 1K-10K customer segment,,,,,,,,,,,,,,,,,
5064407,TalentInsightsAdvisorBundle3,TALENTINSIGHTSPACKAGE,Talent Insights CORP Advisor 10K-25K customer segment,,,,,,,,,,,,,,,,,
5064417,TalentInsightsAdvisorBundle4,TALENTINSIGHTSPACKAGE,Talent Insights CORP Advisor >25K customer segment,,,,,,,,,,,,,,,,,
5064427,TalentInsightsLeaderBundle1,TALENTINSIGHTSPACKAGE,Talent Insights CORP Leader <1K customer segment,,,,,,,,,,,,,,,,,
5064437,TalentInsightsLeaderBundle2,TALENTINSIGHTSPACKAGE,Talent Insights CORP Leader 1K-10K customer segment,,,,,,,,,,,,,,,,,
5064447,TalentInsightsLeaderBundle3,TALENTINSIGHTSPACKAGE,Talent Insights CORP Leader 10K-25K customer segment,,,,,,,,,,,,,,,,,
5064457,TalentInsightsLeaderBundle4,TALENTINSIGHTSPACKAGE,Talent Insights CORP Leader >25K customer segment,,,,,,,,,,,,,,,,,
5065664,TalentInsightsCommercial,TALENTINSIGHTS,LinkedIn Talent Insights (LTI) for Commercial Use allows customers to share LTI data with their own clients for commercial purposes.,,,,,,,,,,,,,,,,,
5065769,SalesInsights,SALESINSIGHTS,Sales planning and analytics tool with access to Linkedin company and market-level insights,,,,,,,,,,,,,,,,,
5065779,SalesInsightsExport,SALESINSIGHTS,"Ability to purchase credits to export company-level data from LSI, plus track credit usage",,,,,,,,,,,,,,,,,
5065789,SalesInsightsPostExport,SALESINSIGHTS,Post Download Exercise,,,,,,,,,,,,,,,,,
5065847,RecruiterCorporateFrance,RECRUITERPKG,"LinkedIn Recruiter account with team collaboration, auditing, and unparalleled network search capabilities within France. The Geo-Fenced Services purchased under this Order Form are restricted to use within France only.",,,,,,,,,,,,,,,,,
5065857,RecruiterCorporateFranceSMB,RECRUITERPKG,"LinkedIn Recruiter account with team collaboration, auditing, and unparalleled network search capabilities within France and SMBs. The Geo-Fenced Services purchased under this Order Form are restricted to use within France only.",,,,,,,,,,,,,,,,,
5065896,resumeReview,COACHING,"One-off, non-recurring SKU for resumee review with a career coach. Service will be provisioned manually with an email sent out by GCO to schedule the review with a coach.",,,,,,,,,,,,,,,,,
5066285,recruitmentMediaOverviewTab,CCP,Recruitment Media (Overview Tab),,,,,,,,,,,,,,,,,
5066915,directToCustomerApplyWithLinkedIn,INTEGRATIONSERVICES,"Apply with LinkedIn (AWLI) is a a plugin that customers can implement on their external career site, which enables candidates to apply using their LinkedIn profile information. Applicant data is sent directly to the ATS, and Apply Starters are also surfaced in Spotlights in LinkedIn Recruiter.",,,,,,,,,,,,,,,,,
5066925,directToCustomerEasyApply,INTEGRATIONSERVICES,Easy Apply is an ATS integration that enables customers to host their application flow on LinkedIn.com. This mobile-friendly experience typically results in more qualified applications for customers and sends all application data directly into the ATS,,,,,,,,,,,,,,,,,
5066935,directToCustomerRecruiterSystemConnect,INTEGRATIONSERVICES,Recruiter System Connect (RSC) is an integration between LinkedIn Recruiter and designed to simplify the hiring process & save recruiters time,,,,,,,,,,,,,,,,,
5066945,careerPageSilverPlusSMB,CCP,"Custom content on LinkedIn company profile page. Includes: preferred placement on company page for custom content, careers tab and customizable modules on the careers tab. 12-month package includes up to 166,667 targeted ad impressions; contracts for fewer or more than 12 months will include a prorated number of targeted ad impressions.",,,,,,,,,,,,,,,,,
5066955,jobWrappingIndia,JOBWRAPPING,Client's jobs will automatically be wrapped from one source to Linkedin Job Slots,,,,,,,,,,,,,,,,,
5066965,workWithUSAdsIndia,ADS,Work With Us banner ads displayed on company employee profile pages.,,,,,,,,,,,,,,,,,
5066975,additionalProfessionalInMail,INMSUB,Premium members have the option to purchase additional InMail credits on per unit basis when monthly Premium InMail credits have been used. Each unit of InMail is only good for 90 days from the start date and can be utilized at any point within the 90 days.,,,,,,,,,,,,,,,,,
5067685,jobPosts,JOBSP4PPOSTING,Job posting with the ability to set and adjust promotion,,,,,,,,,,,,,,,,,
5067695,jobPostsDelivery,JOBSRCHARGE,Accrued spend across job posts on the contract,,,,,,,,,,,,,,,,,
5070902,OnePremiumSubsTier1,SUBPKG,Essentials subscription plan,,,,,,,,,,,,,,,,,
5070912,OnePremiumSubsTier2,SUBPKG,Pro subscription plan,,,,,,,,,,,,,,,,,
5072283,SalesInsightsBasic,SALESINSIGHTS,LSI Basic Tier (10 seats; 20K downloads),,,,,,,,,,,,,,,,,
5072293,SalesInsightsGrowth,SALESINSIGHTS,LSI Growth Tier (100 seats; 100K downloads),,,,,,,,,,,,,,,,,
5072303,SalesInsightsComplete,SALESINSIGHTS,LSI Complete Tier (100 seats; 300K downloads),,,,,,,,,,,,,,,,,
5072313,SalesInsightsFreeTrial,SALESINSIGHTS,LSI Free Trial (20 seats; 10 downloads),,,,,,,,,,,,,,,,,
5072323,SalesInsightsSeatAddOn,SALESINSIGHTS,LSI Seat Add-On (10 seats),,,,,,,,,,,,,,,,,
5072333,SalesInsightsDownloadAddOn,SALESINSIGHTS,LSI Download Add-On (20K downloads),,,,,,,,,,,,,,,,,
5072446,directToCustomerInternalTalentManagement,INTEGRATIONSERVICES,"Direct-to-Customer Platform integration leveraging the LinkedIn member full profile data to enable Internal Talent Management use cases, such as Internal Mobility, Employee Analytics & Corporate Directory.",,,,,,,,,,,,,,,,,
5072456,directToCustomerStaffingWidgetOnly,INTEGRATIONSERVICES,"Custom integration of proprietary system with LinkedIn widgets and APIs for companies with 1000+ recruiting professionals. Includes: Profile widgets, Data API access, ""in ATS"" badge inside Recruiter, and consulting service (solution architecture, on-boarding, continuous training & support). Up to 5M records.",,,,,,,,,,,,,,,,,
5248642,UsageBasedGenericPilot,CAPJOBSLOT,Hiring Early Access,,,,,,,,,,,,,,,,,
5243645,PremiumExecutive,SUBPKG,Premium Executive,,,,,,,,,,,,,,,,,
5258751,PremiumSmallBusinessEntitlements,ENT,Premium Small Business Entitlements,,,,,,,,,,,,,,,,,
5277852,PremiumSmallBusinessFlagship,SUBPKG,Premium Small Business Flagship,,,,,,,,,,,,,,,,,
5281285,onlineJobsCreditsMobile,ACCTBALJOBSPPC,OJ credit to purchase on mobile platform,,,,,,,,,,,,,,,,,
5312742,RecruiterRPSPlus,RECRUITERPKG,Recruiter Professional Services Plus,,,,,,,,,,,,,,,,,
